url,words,no_of_forms,no_of_iframes,missing_title,title_length,favicon,status,domain_length,domain_tld,domain_digits,domain_dots,domain_hyphens,domain_special,is_subdir,length,protocol,digits,specials,dots,hyphens,single_slashes,commas,tlides,qms,ands,eqs,underscores,percentages,www,domain_ratio,ratio
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,9,0,0,0,3,1,0,17,com,0,2,0,2,1,54,1,0,8,3,0,4,0,0,0,0,0,0,0,1,0,0
https://en.wikipedia.org/wiki/NIC_Bank,5,1,0,0,5,1,0,16,org,0,2,0,2,1,38,2,0,8,2,0,4,0,0,0,0,0,1,0,0,0,0
http://www.history.com/topics/american-civil-war/gettysburg-address,12,1,0,0,10,1,0,15,com,0,2,0,2,1,67,1,0,11,2,3,5,0,0,0,0,0,0,0,1,0,0
http://remontka.pro/mac-address/,4,3,1,0,8,1,0,12,pro,0,1,0,1,1,32,1,0,7,1,1,4,0,0,0,0,0,0,0,0,0,0
https://en.wikipedia.org/wiki/Gateway,5,1,0,0,3,1,0,16,org,0,2,0,2,1,37,2,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,13,0,1,0,15,1,0,12,com,0,2,0,2,1,102,1,6,17,2,7,7,0,0,0,0,0,0,0,1,0,13.17
https://www.markspcsolution.com/,6,0,0,0,3,1,0,23,com,0,2,0,2,0,32,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.mummyandmini.com/,5,2,0,0,7,0,0,20,com,0,2,0,2,0,29,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,11,0,1,0,5,1,0,21,com,0,2,0,2,1,59,2,4,9,2,0,6,0,0,0,0,0,0,0,1,0,11.5
http://securityxploded.com/router-password-kracker.php,9,1,2,0,14,1,0,19,com,0,1,0,1,1,54,1,0,8,2,2,3,0,0,0,0,0,0,0,0,0,0
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,11,2,1,0,6,1,0,25,com,0,2,0,2,1,84,1,3,14,3,5,5,0,0,0,0,0,0,0,1,0,22.33
https://apshop.vn/,2,6,1,0,17,1,0,9,vn,0,1,0,1,0,18,2,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0
https://www.facebook.com/thekeyboardcat,7,0,0,0,2,1,0,16,com,0,2,0,2,1,39,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.soul-flower.com/,4,2,0,0,11,0,0,19,com,0,2,1,3,0,28,2,0,7,2,1,3,0,0,0,0,0,0,0,1,0,0
http://www.tech-faq.com/mms.html,4,1,0,0,6,0,0,16,com,0,2,1,3,1,32,1,0,8,3,1,3,0,0,0,0,0,0,0,1,0,0
http://sniz.porn,3,1,0,0,8,1,0,9,porn,0,1,0,1,0,16,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
http://www.inquirelive.co.uk/,4,0,0,0,9,0,0,21,co.uk,0,3,0,3,0,29,1,0,7,3,0,3,0,0,0,0,0,0,0,1,0,0
https://www.wordnik.com/words/blackletter,6,1,0,0,5,1,0,15,com,0,2,0,2,1,41,2,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
http://smallbusiness.chron.com/enabling-google-chrome-menu-bar-78783.html,12,0,1,0,11,1,0,23,com,0,2,0,2,1,73,1,5,12,3,5,3,0,0,0,0,0,0,0,0,0,11.2
https://coderwall.com/p/kvzbpa/don-t-use-array-foreach-use-for-instead,6,0,1,0,8,0,0,13,com,0,1,0,1,1,70,2,0,14,1,7,5,0,0,0,0,0,0,0,0,0,0
http://www.wealthdaily.com/articles/nokia-stock/2147,9,3,1,0,5,1,0,19,com,0,2,0,2,1,52,1,4,9,2,1,5,0,0,0,0,0,0,0,1,0,9.75
https://www.emploi-petrole.com/,4,2,0,0,7,1,0,22,com,0,2,1,3,0,31,2,0,7,2,1,3,0,0,0,0,0,0,0,1,0,0
http://dic.academic.ru/dic.nsf/ruwiki/1425594,4,1,0,0,8,1,0,15,ru,0,2,0,2,1,45,1,7,9,3,0,5,0,0,0,0,0,0,0,0,0,4.14
http://www.biology4kids.com/files/cell2_activetran.html,8,2,1,0,5,0,0,20,com,1,2,0,2,1,55,1,2,9,3,0,4,0,0,0,0,0,1,0,1,17.0,22.0
https://www.namecheap.com/domains/registration.aspx,9,5,1,0,11,1,0,17,com,0,2,0,2,1,51,2,0,8,3,0,4,0,0,0,0,0,0,0,1,0,0
https://security.radware.com/ddos-knowledge-center/DDoSPedia/command-and-control-server/,13,0,0,0,2,1,0,20,com,0,2,0,2,1,88,2,0,14,2,5,6,0,0,0,0,0,0,0,0,0,0
https://www.iconfinder.com/icons/858729/computer_mouse_icon_computer_mouse_line_icon_mouse_mouse_icon_mouse_line_icon_icon,12,2,1,0,17,1,0,18,com,0,2,0,2,1,122,2,6,21,2,0,5,0,0,0,0,0,13,0,1,0,15.83
http://www.audioenglish.org/dictionary/resolution.htm,8,1,0,0,13,1,0,20,org,0,2,0,2,1,53,1,0,8,3,0,4,0,0,0,0,0,0,0,1,0,0
http://www.speedcamupdates.com/,5,1,0,0,12,1,0,23,com,0,2,0,2,0,31,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.parkwhiz.com/p/new-york-parking/map/,6,1,1,0,11,1,0,16,com,0,2,0,2,1,48,2,0,11,2,2,6,0,0,0,0,0,0,0,1,0,0
http://www.vpi.us/cat5-5e-6-standards.html,4,1,0,0,9,1,0,10,us,0,2,0,2,1,42,1,3,10,3,3,3,0,0,0,0,0,0,0,1,0,9.67
http://fitnessista.com/the-perfect-protein-pancake/,9,2,0,0,7,1,0,15,com,0,1,0,1,1,51,1,0,9,1,3,4,0,0,0,0,0,0,0,0,0,0
http://animaldiversity.org/accounts/Mus_musculus/,6,1,0,0,4,1,0,19,org,0,1,0,1,1,49,1,0,8,1,0,5,0,0,0,0,0,1,0,0,0,0
https://www.walmart.com/c/ep/cat6-ethernet-cables,7,0,0,0,3,0,0,15,com,0,2,0,2,1,49,2,1,10,2,2,5,0,0,0,0,0,0,0,1,0,38.0
http://science.howstuffworks.com/warp-speed2.htm,9,3,1,0,6,1,0,25,com,0,2,0,2,1,48,1,1,8,3,1,3,0,0,0,0,0,0,0,0,0,39.0
http://www.srnonline.com/show-clocks,6,2,0,0,6,1,0,17,com,0,2,0,2,1,36,1,0,7,2,1,3,0,0,0,0,0,0,0,1,0,0
https://www.metal-supply.dk/,6,3,1,0,1,0,0,19,dk,0,2,1,3,0,28,2,0,7,2,1,3,0,0,0,0,0,0,0,1,0,0
https://www.net.com.br/,4,1,1,0,20,1,0,14,com.br,0,3,0,3,0,23,2,0,7,3,0,3,0,0,0,0,0,0,0,1,0,0
https://www.slideshare.net/ashamsvk/project-report-on-digital-media-marketing,14,1,1,0,8,1,0,18,net,0,2,0,2,1,77,2,0,12,2,5,4,0,0,0,0,0,0,0,1,0,0
http://www.metalinjection.net/reviews/album-review-lord-mantis-death-mask,14,1,2,0,6,1,0,22,net,0,2,0,2,1,73,1,0,12,2,5,4,0,0,0,0,0,0,0,1,0,0
https://www.youtube.com/user/PING,4,0,1,0,3,1,0,15,com,0,2,0,2,1,33,2,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
https://www.jobchannel.ch/,4,2,0,0,7,1,0,17,ch,0,2,0,2,0,26,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.matrixlab-examples.com/line-segment.html,7,0,1,0,10,0,0,26,com,0,2,1,3,1,51,1,0,9,3,2,3,0,0,0,0,0,0,0,1,0,0
https://www.computerhope.com/jargon/p/paraport.htm,8,2,0,0,5,1,0,20,com,0,2,0,2,1,50,2,0,9,3,0,5,0,0,0,0,0,0,0,1,0,0
http://bangla.plus,4,1,0,0,10,1,0,11,plus,0,1,0,1,0,18,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
https://norecipes.com/japanese-curry-scratch,7,2,0,0,3,1,0,13,com,0,1,0,1,1,44,2,0,7,1,2,3,0,0,0,0,0,0,0,0,0,0
https://en.wikipedia.org/wiki/Incorporation_of_the_Bill_of_Rights,7,1,0,0,8,1,0,16,org,0,2,0,2,1,65,2,0,12,2,0,4,0,0,0,0,0,5,0,0,0,0
https://www.colgate.com/en-us/products/enamel-health,9,1,1,0,8,1,0,15,com,0,2,0,2,1,52,2,0,10,2,2,5,0,0,0,0,0,0,0,1,0,0
https://estacaoxxx.wordpress.com/,5,4,0,0,29,1,0,24,com,0,2,0,2,0,33,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
http://careers.stateuniversity.com/pages/100000947/Search-Engines-Future-User-Preferences-Artificial-Intelligence.html,20,1,0,0,19,0,0,27,com,0,2,0,2,1,118,1,9,15,3,6,5,0,0,0,0,0,0,0,0,0,10.44
http://energo-investment.hu,4,1,2,0,6,1,0,20,hu,0,1,1,2,0,27,1,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0
http://www.vogella.com/tutorials/JavaAlgorithmsDijkstra/article.html,8,1,0,0,8,0,0,15,com,0,2,0,2,1,68,1,0,9,3,0,5,0,0,0,0,0,0,0,1,0,0
https://en.wikipedia.org/wiki/Medium_shot,7,1,0,0,4,1,0,16,org,0,2,0,2,1,41,2,0,8,2,0,4,0,0,0,0,0,1,0,0,0,0
https://en.wikipedia.org/wiki/Walnut_Creek_CDROM,6,1,0,0,5,1,0,16,org,0,2,0,2,1,48,2,0,9,2,0,4,0,0,0,0,0,2,0,0,0,0
https://www.handshq.com/,4,0,1,0,10,1,0,15,com,0,2,0,2,0,24,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.w3schools.com/jsreF/jsref_obj_date.asp,4,1,1,0,3,1,0,17,com,1,2,0,2,1,50,2,1,10,3,0,4,0,0,0,0,0,2,0,1,14.0,39.0
https://www.ablebits.com/office-addins-blog/2014/05/15/excel-insert-hyperlink/,10,2,0,0,10,1,0,16,com,0,2,0,2,1,78,2,8,15,2,4,8,0,0,0,0,0,0,0,1,0,6.88
https://www.alterego.gr/,4,2,1,0,11,1,0,15,gr,0,2,0,2,0,24,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.sportsengine.com/solutions/,7,0,1,0,7,1,0,20,com,0,2,0,2,1,39,2,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
http://bakeri-net.blogfa.com,4,0,0,0,5,0,0,21,com,0,2,1,3,0,28,1,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0
http://www.wikireality.ru/wiki/Keyboard_Cat,5,1,0,0,4,1,0,18,ru,0,2,0,2,1,43,1,0,8,2,0,4,0,0,0,0,0,1,0,1,0,0
http://www.grafikerler.org/,4,1,1,0,8,0,0,19,org,0,2,0,2,0,27,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://techland.time.com/2011/03/15/south-by-southwest-interactive-the-dawn-of-location-based-gaming/,15,0,1,0,11,0,0,17,com,0,2,0,2,1,101,1,8,19,2,9,7,0,0,0,0,0,0,0,0,0,9.25
http://www.choose-piano-lessons.com/electronic-keyboard.html,9,2,0,0,9,0,0,28,com,0,2,2,4,1,60,1,0,10,3,3,3,0,0,0,0,0,0,0,1,0,0
https://www.ourbaku.com/index.php/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0,6,2,2,0,1,1,0,15,com,0,2,0,2,1,137,2,36,43,3,0,4,0,0,0,0,0,1,34,1,0,1.61
http://computer.howstuffworks.com/bittorrent1.htm,8,3,1,0,5,1,0,26,com,0,2,0,2,1,49,1,1,7,3,0,3,0,0,0,0,0,0,0,0,0,41.0
http://www.artediezvirtual.es,4,1,0,0,3,1,0,22,es,0,2,0,2,0,29,1,0,5,2,0,2,0,0,0,0,0,0,0,1,0,0
http://www.dictionary.com/browse/tabloid,6,2,0,0,7,1,0,18,com,0,2,0,2,1,40,1,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
http://www.songlyrics.com/lord-mantis/death-mask-lyrics/,10,2,1,0,6,1,0,18,com,0,2,0,2,1,56,1,0,11,2,3,5,0,0,0,0,0,0,0,1,0,0
https://www.weightworld.se/,5,1,1,0,7,1,0,18,se,0,2,0,2,0,27,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.graphic-design-employment.com/tabloid-paper-dimensions.html,11,1,0,0,3,0,0,33,com,0,2,2,4,1,70,1,0,11,3,4,3,0,0,0,0,0,0,0,1,0,0
https://www.facebook.com/imdbpro/,4,0,0,0,1,1,0,16,com,0,2,0,2,1,33,2,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
https://www.coursera.org/learn/algorithms-npcomplete,9,3,0,0,13,1,0,16,org,0,2,0,2,1,52,2,0,8,2,1,4,0,0,0,0,0,0,0,1,0,0
https://www.eliteprospects.com/,5,4,1,0,8,1,0,22,com,0,2,0,2,0,31,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://simple.wikipedia.org/wiki/Gettysburg_Address,7,1,0,0,9,1,0,20,org,0,2,0,2,1,52,2,0,8,2,0,4,0,0,0,0,0,1,0,0,0,0
http://xbooks.to/,4,0,1,0,1,0,0,9,to,0,1,0,1,0,17,1,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0
http://techteach.no,4,0,0,0,1,0,0,12,no,0,1,0,1,0,19,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
https://www.annabelle.com.cy,4,1,0,0,12,1,0,20,com.cy,0,3,0,3,0,28,2,0,6,3,0,2,0,0,0,0,0,0,0,1,0,0
https://en.wikipedia.org/wiki/Ionosphere,5,1,0,0,3,1,0,16,org,0,2,0,2,1,40,2,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0
http://www.novell.com/documentation/oes11/dsfw_bp_lx/,5,0,0,0,1,0,0,14,com,0,2,0,2,1,53,1,2,11,2,0,6,0,0,0,0,0,2,0,1,0,20.0
https://www.techlahoma.org/,4,1,1,0,1,1,0,18,org,0,2,0,2,0,27,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.passiveaggressivehusband.com/break-up-with-a-passive-aggressive-man/,13,4,1,0,9,1,0,32,com,0,2,0,2,1,79,1,0,13,2,6,4,0,0,0,0,0,0,0,1,0,0
https://www.corbaraweb.com/shop/it/,4,1,1,0,8,1,0,18,com,0,2,0,2,1,35,2,0,8,2,0,5,0,0,0,0,0,0,0,1,0,0
https://www.internetslang.com/DNA-meaning-definition.asp,9,1,0,0,10,0,0,21,com,0,2,0,2,1,56,2,0,9,3,2,3,0,0,0,0,0,0,0,1,0,0
https://www.jacobspillow.org/,5,3,1,0,10,1,0,20,org,0,2,0,2,0,29,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.saldo.ch/,4,2,2,0,1,1,0,12,ch,0,2,0,2,0,21,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.linfo.org/osi_model.html,4,0,0,0,9,0,0,13,org,0,2,0,2,1,35,1,0,8,3,0,3,0,0,0,0,0,1,0,1,0,0
https://www.off-the-road.de/,4,4,1,0,1,1,0,19,de,0,2,2,4,0,28,2,0,8,2,2,3,0,0,0,0,0,0,0,1,0,0
http://dorkdiaries.co.uk,4,1,1,0,6,1,0,17,co.uk,0,2,0,2,0,24,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0
http://www.thefreedictionary.com/compact+disc,7,1,0,0,11,1,0,25,com,0,2,0,2,1,45,1,0,7,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.arcanelegendsgame.com/,5,0,0,0,2,1,0,25,com,0,2,0,2,0,33,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.casinocitytimes.com/,5,3,1,0,5,1,0,23,com,0,2,0,2,0,31,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.smart-wiki.net/,4,2,0,0,4,1,0,18,net,0,2,1,3,0,27,2,0,7,2,1,3,0,0,0,0,0,0,0,1,0,0
https://www.lifewire.com/free-memory-test-programs-2626178,8,4,2,0,6,1,0,16,com,0,2,0,2,1,58,2,7,10,2,4,3,0,0,0,0,0,0,0,1,0,5.86
https://kywait.blogspot.com/,4,1,0,0,3,1,0,19,com,0,2,0,2,0,28,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
https://www.drawdown.org/,4,2,1,0,2,1,0,16,org,0,2,0,2,0,25,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://jamthomp.weebly.com/,2,0,0,0,5,0,0,19,com,0,2,0,2,0,28,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
https://www.lebara.com.au/,4,3,1,0,8,1,0,17,com.au,0,3,0,3,0,26,2,0,7,3,0,3,0,0,0,0,0,0,0,1,0,0
https://www.recyclingcenters.org/,5,1,0,0,11,1,0,24,org,0,2,0,2,0,33,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.wikihow.com/Set-Up-a-Wireless-Router,4,2,1,0,10,1,0,15,com,0,2,0,2,1,47,1,0,10,2,4,3,0,0,0,0,0,0,0,1,0,0
https://www.101domain.com/,4,3,1,0,17,1,0,17,com,3,2,0,2,0,26,2,3,6,2,0,3,0,0,0,0,0,0,0,1,4.0,5.67
http://zhanglab.ccmb.med.umich.edu/ThreaDom/,4,1,0,0,6,0,0,27,edu,0,4,0,4,1,44,1,0,9,4,0,4,0,0,0,0,0,0,0,0,0,0
http://www.zerodollartips.com/best-search-engines-in-the-world/,9,2,0,0,12,1,0,22,com,0,2,0,2,1,63,1,0,12,2,5,4,0,0,0,0,0,0,0,1,0,0
http://www.piano-play-it.com/layout-piano-keys.html,7,0,2,0,6,0,0,21,com,0,2,2,4,1,51,1,0,11,3,4,3,0,0,0,0,0,0,0,1,0,0
http://www.brighthub.com/electronics/home-theater/articles/111893.aspx,9,1,1,0,15,1,0,17,com,0,2,0,2,1,70,1,6,11,3,1,6,0,0,0,0,0,0,0,1,0,8.83
http://www.gaudi.ch/GaudiLabs/?page_id=19,4,0,0,0,7,1,0,12,ch,0,2,0,2,1,41,1,2,10,2,0,4,0,0,1,0,1,1,0,1,0,14.5
https://www.cloudaccess.net/cloud-control-panel-ccp/157-dns-management/319-resolving-dns-http-redirect-issues.html,15,1,0,0,6,1,0,19,net,0,2,0,2,1,114,2,6,19,3,10,5,0,0,0,0,0,0,0,1,0,14.83
https://www.luxuryloft.eu/,4,2,0,0,6,1,0,17,eu,0,2,0,2,0,26,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.forbes.com/profile/tory-burch/,8,1,0,0,2,1,0,14,com,0,2,0,2,1,42,2,0,9,2,1,5,0,0,0,0,0,0,0,1,0,0
https://russeprofilering.no/,6,2,2,0,8,1,0,19,no,0,1,0,1,0,28,2,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0
https://www.ourdocuments.gov/,5,1,1,0,5,1,0,20,gov,0,2,0,2,0,29,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.sitepoint.com/the-blackletter-typeface-a-long-and-colored-history/,14,2,1,0,10,1,0,17,com,0,2,0,2,1,78,2,0,14,2,7,4,0,0,0,0,0,0,0,1,0,0
http://www.fingerprinting.com/fingerprint-patterns.php,7,0,0,0,4,0,0,22,com,0,2,0,2,1,54,1,0,8,3,1,3,0,0,0,0,0,0,0,1,0,0
https://www.iplocation.net/mac-address,5,5,1,0,5,1,0,18,net,0,2,0,2,1,38,2,0,7,2,1,3,0,0,0,0,0,0,0,1,0,0
http://www.skm-eleksys.com/2011/02/transmission-tower-types.html,9,0,0,0,10,1,0,19,com,0,2,1,3,1,64,1,6,12,3,3,5,0,0,0,0,0,0,0,1,0,7.67
https://forums.digitalpoint.com/threads/how-to-convert-txt-files-to-csv.1446799/,9,3,0,0,7,0,0,23,com,0,2,0,2,1,80,2,7,15,3,6,5,0,0,0,0,0,0,0,0,0,8.29
https://www.conceptcarz.com/,4,1,0,0,7,1,0,19,com,0,2,0,2,0,28,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.computerhope.com/jargon/m/memocard.htm,9,2,0,0,5,1,0,20,com,0,2,0,2,1,50,2,0,9,3,0,5,0,0,0,0,0,0,0,1,0,0
https://www.slideshare.net/gibsondaniel83/market-segmentation-targeting-and-positioning,15,1,1,0,7,1,0,18,net,0,2,0,2,1,87,2,2,11,2,4,4,0,0,0,0,0,0,0,1,0,37.0
https://www.armstronggarden.com/?SID=k11lf2097p3d8ucjusrcidcle6,5,4,22,0,11,1,0,23,com,0,2,0,2,1,63,2,9,8,2,0,3,0,0,1,0,1,0,0,1,0,5.11
https://www.voog.com/,4,0,1,0,8,1,0,12,com,0,2,0,2,0,21,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.sammonsfinancialgroup.com/,6,0,1,0,3,0,0,29,com,0,2,0,2,0,38,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://sjec.edu.in,2,0,3,0,6,0,0,11,edu.in,0,2,0,2,0,18,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0
https://plus.google.com/+vh1,4,1,0,0,14,1,0,15,com,0,2,0,2,1,28,2,1,7,2,0,3,0,0,0,0,0,0,0,0,0,20.0
http://www.orafaq.com/wiki/Roles_and_Responsibilities,4,1,0,0,6,1,0,14,com,0,2,0,2,1,53,1,0,9,2,0,4,0,0,0,0,0,2,0,1,0,0
http://www.habitas.org.uk/nimars/mmusculush.htm,4,0,0,0,1,0,0,18,org.uk,0,3,0,3,1,47,1,0,9,4,0,4,0,0,0,0,0,0,0,1,0,0
https://www.winxdvd.com/windows-10/movie-maker-download.htm,11,0,2,0,7,0,0,15,com,0,2,0,2,1,59,2,2,11,3,3,4,0,0,0,0,0,0,0,1,0,23.0
http://www.helpathome.com/,4,2,1,0,11,1,0,18,com,0,2,0,2,0,26,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://en.wikibooks.org/wiki/Operating_System_Design/File_Systems/Allocation,13,1,0,0,12,1,0,16,org,0,2,0,2,1,77,2,0,12,2,0,6,0,0,0,0,0,3,0,0,0,0
https://www.hipertrofia.org/blog/,4,3,0,0,18,1,0,19,org,0,2,0,2,1,33,2,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
http://www.minus40.info/ice/dracula-old.html,5,0,0,0,9,1,0,16,info,2,2,0,2,1,44,1,2,9,3,1,4,0,0,0,0,0,0,0,1,6.0,16.5
http://www.goodgame.hr/,4,2,2,0,1,1,0,15,hr,0,2,0,2,0,23,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://dasisko.sk,2,3,0,0,2,0,0,10,sk,0,1,0,1,0,17,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
http://www.codeboiler.net/,4,0,0,0,7,0,0,18,net,0,2,0,2,0,26,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.price2india.com/,5,0,0,0,42,1,0,19,com,1,2,0,2,0,27,1,1,6,2,0,3,0,0,0,0,0,0,0,1,16.0,20.0
http://en.academic.ru/dic.nsf/enwiki/189565,4,1,0,0,2,1,0,14,ru,0,2,0,2,1,43,1,6,9,3,0,5,0,0,0,0,0,0,0,0,0,4.67
http://taste-s.blogspot.com/,4,2,1,0,1,1,0,20,com,0,2,1,3,0,28,1,0,7,2,1,3,0,0,0,0,0,0,0,0,0,0
